name,breed,color,dad_weight,available,dob,gender,mom_weight,price,puppy_id,registry,bio,age_in_weeks
Jagger,Beagle,"Black, Tan & White",20,I'm ready today!,30-Jan-17,Male,14,2450,497483,AKC,"""Hello I am Jagger. I am so adorable and my coat is so bright and soft. I love being with children and I am very socialized with other farm animals. I also like taking walks and riding the golf car. I love to play until nap time. Get ready because I am a snuggler and give unlimited puppy kisses. I am already training to use the paper and the doggie door for potty time. Please bring me home with you. I will come to you with my health certificate, vet checked from head to tail, with my AKC registration papers, plus my very own crate.""",9
Silas,Rottweiler,Black & Rust,110,I'm ready today!,27-Jan-17,Male,95,2875,497505,AKC,"""My name is Silas and my number one priority is to make you as happy as can be. How do I do that? In order to find out you have to adopt me and make me your forever friend. I specialize in hugs, puppy kisses and playtime. I don't mind being the adorable furry answer to all of your problems, because when you are happy I know that we will have tons of great times together. I will be checked by my vet and up to date on my puppy vaccinations, so when you bring me home, all you have to do is love me! I want to be the one for you. Will you let me shine bright for you?""",9
Chrissy,Beagle,"Black, Tan & White",20,I'm ready today!,30-Jan-17,Female,14,3450,497506,AKC,"“What's your name? I'm only asking because I'd like to know the name of my very best friend. My name is Chrissy and I may be small be I act like I am as big as the rest of my friends. I am quiet a little show off!  I am waiting here just for you. I am affectionate and love to give kisses and snuggles and I will be sure to give you plenty of both. I'm also a pretty big fan of play time. I am also training on a paper and using the doggie door for my potty time. If you have toys, we will have tons of fun, but I know that even if it is just the two of us, we will have a blast. I am training to sit and to be very gentle when receiving my treat from your hand. I will have manners so you will love me so much more! I will also come home to you up to date on my vaccinations and vet checked, that way we can get right to making memories. The sooner you call the better, I can't wait to start my life right by my best friend.”",9
Jack,Miniature American Shepherd,Blue Merle & White,30,I'm ready today!,24-Jan-17,Male,30,3750,497508,AKC,"“If you're looking for a buddy to share tons of good times with, then you have found the one right here. My name is Jack and I specialize in good times. Where I am now is great, and I am being well taken care of, but I know that the real adventure starts once I've made my way to you. We can go on a jog in the mornings, roll around the house before lunch, and I can even teach you to bark at the mailman when he comes to interrupt our play time. It'll be our rules, all the time! Hurry up and pick up that phone so we can get a roll on things! Don't wait, some other family might get a hold of my and I want to go home with you!”",10
Vanna,Beagle,"Black, Tan & White",20,I'm ready today!,30-Jan-17,Female,14,2150,497511,AKC,"“Hello! My name is Vanna! I'm a cute, cuddly, and loyal puppy, who is looking for that special family to join. My ideal family will take me for walks in the park, provide me with yummy treats, rub my cute puppy belly, and give me lots of hugs and kisses. In return, I will provide you with many years of unconditional love! I am very socialized with animals and I love children. I am also training to use a paper and the doggie door for my potty time. You will love me! I am training to sit and also to receive my treats gently from your hand. I will have manners so you will love me that much more! All you have to do is call that number over there and say that you want to bring me home. Give me a chance and I will be sure to leave paw prints on your heart!”",9
Kita,Beagle,"Black, Tan & White",20,I'm ready today!,30-Jan-17,Female,14,2150,497512,AKC,"""My name is Kita and my number one priority is to make you as happy as can be. How do I do that? In order to find out you have to adopt me and make me your forever friend. I specialize in hugs, puppy kisses and playtime. I don't mind being the adorable furry answer to all of your problems, because when you are happy I know that we will have tons of great times together. I am very social with children and other animals.  I am already training to use the paper and the doggie door for my potty time. I will be checked by my vet and up to date on my puppy vaccinations, so when you bring me home, all you have to do is love me! I want to be the one for you. Will you let me shine bright for you?""",9
Vixen,Yorkshire Terrier,"Black, White & Tan",3,6-Apr-17,26-Jan-17,Female,6,2775,497514,AKC,"Rev up your engines! Vixen is her name and playing is her game! This playful girl can’t wait to go on adventures with you. Just picture it now: running through the park, playing fetch, and so much more! Vixen is the best of both worlds with her beauty and loving personality. Don’t let her get away. She’s a great girl looking for a great family like yours. Once she’s with you, you’ll wonder how you got along without her.",9
Lucas,Golden Retriever,Golden,70,I'm ready today!,20-Jan-17,Male,70,3450,497520,AKC,"“I see you there, staring at me! You couldn't help yourself, could you? I can't say that I blame. A gorgeous puppy like me deserves to be admired by all! My name is Luke, and puppies like me are a rare find. Can't you just see you and me together? We will be the envy of everyone that sees us. I am so excited about us becoming best friends. I don't want to go home with anyone else except you!”",10
Atticus,Yorkshire Terrier,"Black, White & Tan",3,6-Apr-17,26-Jan-17,Male,6,2395,497524,AKC,"Atticus is the sweetest fur baby ever. He is such a funny, playful, adventurous little guy. He has the most beautiful thick, soft silky coat of hair. When you pick him up to cuddle, it's like sinking into a plush toy, but then he is wiggling and kissing and ready to play. He has started to use the doggy door and is doing well. You truly don't want to miss out on this little guy. He promises to be the love of your life giving you many years of laughter and devotion.",9
Chipper,Yorkshire Terrier,"Black, White & Tan",3,6-Apr-17,26-Jan-17,Male,6,2395,497529,AKC,Your search has ended. Meet Chipper! He is the true definition of man’s best friend. Chipper loves to play and is ready at any moment to play with you or his toys. He will come home to you up to date on vaccinations and fully vet checked from head to tail! Chipper has a very loving disposition and is looking for the perfect family to share that with. Could it be your family? He sure hopes so!,9
Issac,Pembroke Welsh Corgi,Red,22,I'm ready today!,28-Jan-17,Male,20,2350,497531,UABR,"“Hi! My name is Isaac and I promise to be the meaning of love. Someone who makes you feel good about living, who brings out the you that you like best. Someone to share joy, laughter, and even someone to comfort you when times are tough. Someone to love you more than anything else in this world. A companion who accepts you for the person that you are without judgment. This is what I will be for you; the beautiful and very real, meaning of love!”",9
Adalee,Labrador Retriever,Black,65,I'm ready today!,13-Jan-17,Female,55,1850,497534,AKC,"""Adalee is my name and loving is my game. I love giving wet sloppy kisses and big paw hugs! I am ready for you to let me join you and your family. I will be your BFF. I love to be around people and you will definitely enjoy being with me! Before arriving home to you I will be up to date on my vaccinations and pre-spoiled. I will make the perfect best friend and companion! So what are you waiting for? Choose me today!""",11
